Country,Date,Confirmed,Deaths,Recovered
Costa Rica,2020-4-11,19,0,7
Costa Rica,2020-4-12,18,0,7
Costa Rica,2020-4-13,17,0,6
Costa Rica,2020-4-14,6,0,4
Costa Rica,2020-4-15,8,1,1
Costa Rica,2020-4-16,16,0,7
Costa Rica,2020-4-17,7,0,14
Costa Rica,2020-4-18,6,0,9
Costa Rica,2020-4-19,5,1,15
Costa Rica,2020-4-20,2,1,12
Costa Rica,2020-4-21,7,0,26
Costa Rica,2020-4-22,12,0,30
Cote d'Ivoire,2020-1-22,0,0,0
Cote d'Ivoire,2020-1-23,0,0,0
Cote d'Ivoire,2020-1-24,0,0,0
Cote d'Ivoire,2020-1-25,0,0,0
Cote d'Ivoire,2020-1-26,0,0,0
Cote d'Ivoire,2020-1-27,0,0,0
Cote d'Ivoire,2020-1-28,0,0,0
Cote d'Ivoire,2020-1-29,0,0,0
Cote d'Ivoire,2020-1-30,0,0,0
Cote d'Ivoire,2020-1-31,0,0,0
Cote d'Ivoire,2020-2-1,0,0,0
Cote d'Ivoire,2020-2-2,0,0,0
Cote d'Ivoire,2020-2-3,0,0,0
Cote d'Ivoire,2020-2-4,0,0,0
Cote d'Ivoire,2020-2-5,0,0,0
Cote d'Ivoire,2020-2-6,0,0,0
Cote d'Ivoire,2020-2-7,0,0,0
Cote d'Ivoire,2020-2-8,0,0,0
Cote d'Ivoire,2020-2-9,0,0,0
Cote d'Ivoire,2020-2-10,0,0,0
Cote d'Ivoire,2020-2-11,0,0,0
Cote d'Ivoire,2020-2-12,0,0,0
Cote d'Ivoire,2020-2-13,0,0,0
Cote d'Ivoire,2020-2-14,0,0,0
Cote d'Ivoire,2020-2-15,0,0,0
Cote d'Ivoire,2020-2-16,0,0,0
Cote d'Ivoire,2020-2-17,0,0,0
Cote d'Ivoire,2020-2-18,0,0,0
Cote d'Ivoire,2020-2-19,0,0,0
Cote d'Ivoire,2020-2-20,0,0,0
Cote d'Ivoire,2020-2-21,0,0,0
Cote d'Ivoire,2020-2-22,0,0,0
Cote d'Ivoire,2020-2-23,0,0,0
Cote d'Ivoire,2020-2-24,0,0,0
Cote d'Ivoire,2020-2-25,0,0,0
Cote d'Ivoire,2020-2-26,0,0,0
Cote d'Ivoire,2020-2-27,0,0,0
Cote d'Ivoire,2020-2-28,0,0,0
Cote d'Ivoire,2020-2-29,0,0,0
Cote d'Ivoire,2020-3-1,0,0,0
Cote d'Ivoire,2020-3-2,0,0,0
Cote d'Ivoire,2020-3-3,0,0,0
Cote d'Ivoire,2020-3-4,0,0,0
Cote d'Ivoire,2020-3-5,0,0,0
Cote d'Ivoire,2020-3-6,0,0,0
Cote d'Ivoire,2020-3-7,0,0,0
Cote d'Ivoire,2020-3-8,0,0,0
Cote d'Ivoire,2020-3-9,0,0,0
Cote d'Ivoire,2020-3-10,0,0,0
Cote d'Ivoire,2020-3-11,1,0,0
Cote d'Ivoire,2020-3-12,0,0,0
Cote d'Ivoire,2020-3-13,0,0,0
Cote d'Ivoire,2020-3-14,0,0,0
Cote d'Ivoire,2020-3-15,0,0,0
Cote d'Ivoire,2020-3-16,0,0,0
Cote d'Ivoire,2020-3-17,4,0,1
Cote d'Ivoire,2020-3-18,1,0,0
Cote d'Ivoire,2020-3-19,3,0,0
Cote d'Ivoire,2020-3-20,0,0,0
Cote d'Ivoire,2020-3-21,5,0,0
Cote d'Ivoire,2020-3-22,0,0,0
Cote d'Ivoire,2020-3-23,11,0,0
Cote d'Ivoire,2020-3-24,48,0,1
Cote d'Ivoire,2020-3-25,7,0,1
Cote d'Ivoire,2020-3-26,16,0,0
Cote d'Ivoire,2020-3-27,5,0,0
Cote d'Ivoire,2020-3-28,0,0,0
Cote d'Ivoire,2020-3-29,64,1,1
Cote d'Ivoire,2020-3-30,3,0,2
Cote d'Ivoire,2020-3-31,11,0,1
Cote d'Ivoire,2020-4-1,11,0,2
Cote d'Ivoire,2020-4-2,4,0,6
Cote d'Ivoire,2020-4-3,24,0,4
Cote d'Ivoire,2020-4-4,27,0,6
Cote d'Ivoire,2020-4-5,16,2,12
Cote d'Ivoire,2020-4-6,62,0,4
Cote d'Ivoire,2020-4-7,26,0,0
Cote d'Ivoire,2020-4-8,35,0,7
Cote d'Ivoire,2020-4-9,60,0,4
Cote d'Ivoire,2020-4-10,0,0,0
Cote d'Ivoire,2020-4-11,89,1,6
Cote d'Ivoire,2020-4-12,41,1,27
Cote d'Ivoire,2020-4-13,52,1,4
Cote d'Ivoire,2020-4-14,12,0,25
Cote d'Ivoire,2020-4-15,0,0,0
Cote d'Ivoire,2020-4-16,16,0,32
Cote d'Ivoire,2020-4-17,34,0,47
Cote d'Ivoire,2020-4-18,113,2,46
Cote d'Ivoire,2020-4-19,46,1,21
Cote d'Ivoire,2020-4-20,0,0,0
Cote d'Ivoire,2020-4-21,69,4,43
Cote d'Ivoire,2020-4-22,36,1,7
Croatia,2020-1-22,0,0,0
Croatia,2020-1-23,0,0,0
Croatia,2020-1-24,0,0,0
Croatia,2020-1-25,0,0,0
Croatia,2020-1-26,0,0,0
Croatia,2020-1-27,0,0,0
Croatia,2020-1-28,0,0,0
Croatia,2020-1-29,0,0,0
Croatia,2020-1-30,0,0,0
Croatia,2020-1-31,0,0,0
Croatia,2020-2-1,0,0,0
Croatia,2020-2-2,0,0,0
Croatia,2020-2-3,0,0,0
Croatia,2020-2-4,0,0,0
Croatia,2020-2-5,0,0,0
Croatia,2020-2-6,0,0,0
Croatia,2020-2-7,0,0,0
Croatia,2020-2-8,0,0,0
Croatia,2020-2-9,0,0,0
Croatia,2020-2-10,0,0,0
Croatia,2020-2-11,0,0,0
Croatia,2020-2-12,0,0,0
Croatia,2020-2-13,0,0,0
Croatia,2020-2-14,0,0,0
Croatia,2020-2-15,0,0,0
Croatia,2020-2-16,0,0,0
Croatia,2020-2-17,0,0,0
Croatia,2020-2-18,0,0,0
Croatia,2020-2-19,0,0,0
Croatia,2020-2-20,0,0,0
Croatia,2020-2-21,0,0,0
Croatia,2020-2-22,0,0,0
Croatia,2020-2-23,0,0,0
Croatia,2020-2-24,0,0,0
Croatia,2020-2-25,1,0,0
Croatia,2020-2-26,2,0,0
Croatia,2020-2-27,0,0,0
Croatia,2020-2-28,2,0,0
Croatia,2020-2-29,1,0,0
Croatia,2020-3-1,1,0,0
Croatia,2020-3-2,0,0,0
Croatia,2020-3-3,2,0,0
Croatia,2020-3-4,1,0,0
Croatia,2020-3-5,0,0,0
Croatia,2020-3-6,1,0,0
Croatia,2020-3-7,1,0,0
Croatia,2020-3-8,0,0,0
Croatia,2020-3-9,0,0,0
Croatia,2020-3-10,2,0,0
Croatia,2020-3-11,5,0,0
Croatia,2020-3-12,0,0,0
Croatia,2020-3-13,13,0,1
Croatia,2020-3-14,6,0,0
Croatia,2020-3-15,11,0,0
Croatia,2020-3-16,8,0,1
Croatia,2020-3-17,8,0,2
Croatia,2020-3-18,16,0,0
Croatia,2020-3-19,24,1,1
Croatia,2020-3-20,23,0,0
Croatia,2020-3-21,78,0,0
Croatia,2020-3-22,48,0,0
Croatia,2020-3-23,61,0,0
Croatia,2020-3-24,67,0,0
Croatia,2020-3-25,60,0,17
Croatia,2020-3-26,53,2,0
Croatia,2020-3-27,91,0,15
Croatia,2020-3-28,71,2,8
Croatia,2020-3-29,56,1,7
Croatia,2020-3-30,77,0,15
Croatia,2020-3-31,77,0,0
Croatia,2020-4-1,96,0,6
Croatia,2020-4-2,48,1,15
Croatia,2020-4-3,68,1,4
Croatia,2020-4-4,47,4,27
Croatia,2020-4-5,56,3,6
Croatia,2020-4-6,40,1,5
Croatia,2020-4-7,60,2,37
Croatia,2020-4-8,61,1,12
Croatia,2020-4-9,64,1,40
Croatia,2020-4-10,88,1,12
Croatia,2020-4-11,39,0,92
Croatia,2020-4-12,66,2,50
Croatia,2020-4-13,50,2,27
Croatia,2020-4-14,54,6,15
Croatia,2020-4-15,37,2,58
Croatia,2020-4-16,50,2,56
Croatia,2020-4-17,23,1,71
Croatia,2020-4-18,18,3,15
Croatia,2020-4-19,39,8,94
Croatia,2020-4-20,10,0,62
Croatia,2020-4-21,27,1,30
Croatia,2020-4-22,42,0,68
Diamond Princess,2020-1-22,0,0,0
Diamond Princess,2020-1-23,0,0,0
Diamond Princess,2020-1-24,0,0,0
Diamond Princess,2020-1-25,0,0,0
Diamond Princess,2020-1-26,0,0,0
Diamond Princess,2020-1-27,0,0,0
Diamond Princess,2020-1-28,0,0,0
Diamond Princess,2020-1-29,0,0,0
Diamond Princess,2020-1-30,0,0,0
Diamond Princess,2020-1-31,0,0,0
Diamond Princess,2020-2-1,0,0,0
Diamond Princess,2020-2-2,0,0,0
Diamond Princess,2020-2-3,0,0,0
Diamond Princess,2020-2-4,0,0,0
Diamond Princess,2020-2-5,0,0,0
Diamond Princess,2020-2-6,0,0,0
Diamond Princess,2020-2-7,61,0,0
Diamond Princess,2020-2-8,0,0,0
Diamond Princess,2020-2-9,3,0,0
Diamond Princess,2020-2-10,71,0,0
Diamond Princess,2020-2-11,0,0,0
Diamond Princess,2020-2-12,40,0,0
Diamond Princess,2020-2-13,0,0,0
Diamond Princess,2020-2-14,43,0,0
Diamond Princess,2020-2-15,67,0,0
Diamond Princess,2020-2-16,70,0,0
Diamond Princess,2020-2-17,99,0,0
Diamond Princess,2020-2-18,88,0,0
Diamond Princess,2020-2-19,79,0,1
Diamond Princess,2020-2-20,13,2,0
Diamond Princess,2020-2-21,0,0,0
Diamond Princess,2020-2-22,0,0,0
Diamond Princess,2020-2-23,57,1,-1
Diamond Princess,2020-2-24,0,0,0
Diamond Princess,2020-2-25,0,0,0
Diamond Princess,2020-2-26,14,1,10
Diamond Princess,2020-2-27,0,0,0
Diamond Princess,2020-2-28,0,2,0
Diamond Princess,2020-2-29,0,0,0
Diamond Princess,2020-3-1,0,0,0
Diamond Princess,2020-3-2,0,0,0
Diamond Princess,2020-3-3,1,0,0
Diamond Princess,2020-3-4,0,0,0
Diamond Princess,2020-3-5,0,0,0
Diamond Princess,2020-3-6,0,0,30
Diamond Princess,2020-3-7,0,0,0
Diamond Princess,2020-3-8,0,0,0
Diamond Princess,2020-3-9,0,0,0
Diamond Princess,2020-3-10,0,0,0
Diamond Princess,2020-3-11,0,1,285
Diamond Princess,2020-3-12,0,0,0
Diamond Princess,2020-3-13,0,0,0
Diamond Princess,2020-3-14,0,0,0
Diamond Princess,2020-3-15,0,0,0
Diamond Princess,2020-3-16,0,0,0
Diamond Princess,2020-3-17,0,0,0
Diamond Princess,2020-3-18,6,0,0
Diamond Princess,2020-3-19,0,0,0
Diamond Princess,2020-3-20,0,0,0
Diamond Princess,2020-3-21,0,1,0
Diamond Princess,2020-3-22,0,0,0
Diamond Princess,2020-3-23,0,0,0
Diamond Princess,2020-3-24,0,2,0
Diamond Princess,2020-3-25,0,0,262
Diamond Princess,2020-3-26,0,0,10
Diamond Princess,2020-3-27,0,0,0
Diamond Princess,2020-3-28,0,0,0
Diamond Princess,2020-3-29,0,0,6
Diamond Princess,2020-3-30,0,0,0
Diamond Princess,2020-3-31,0,0,0
Diamond Princess,2020-4-1,0,1,0
Diamond Princess,2020-4-2,0,0,16
Diamond Princess,2020-4-3,0,0,0
Diamond Princess,2020-4-4,0,0,0
Diamond Princess,2020-4-5,0,0,0
Diamond Princess,2020-4-6,0,0,0
Diamond Princess,2020-4-7,0,0,0
Diamond Princess,2020-4-8,0,0,0
Diamond Princess,2020-4-9,0,0,0
Diamond Princess,2020-4-10,0,0,0
Diamond Princess,2020-4-11,0,0,0
Diamond Princess,2020-4-12,0,0,0
Diamond Princess,2020-4-13,0,0,0
Diamond Princess,2020-4-14,0,1,20
Diamond Princess,2020-4-15,0,0,0
Diamond Princess,2020-4-16,0,0,5
Diamond Princess,2020-4-17,0,1,0
Diamond Princess,2020-4-18,0,0,0
Diamond Princess,2020-4-19,0,0,0
Diamond Princess,2020-4-20,0,0,0
Diamond Princess,2020-4-21,0,0,0
Diamond Princess,2020-4-22,0,0,0
Cuba,2020-1-22,0,0,0
Cuba,2020-1-23,0,0,0
Cuba,2020-1-24,0,0,0
Cuba,2020-1-25,0,0,0
Cuba,2020-1-26,0,0,0
Cuba,2020-1-27,0,0,0
Cuba,2020-1-28,0,0,0
Cuba,2020-1-29,0,0,0
Cuba,2020-1-30,0,0,0
Cuba,2020-1-31,0,0,0
Cuba,2020-2-1,0,0,0
Cuba,2020-2-2,0,0,0
Cuba,2020-2-3,0,0,0
Cuba,2020-2-4,0,0,0
Cuba,2020-2-5,0,0,0
Cuba,2020-2-6,0,0,0
Cuba,2020-2-7,0,0,0
Cuba,2020-2-8,0,0,0
Cuba,2020-2-9,0,0,0
Cuba,2020-2-10,0,0,0
Cuba,2020-2-11,0,0,0
Cuba,2020-2-12,0,0,0
Cuba,2020-2-13,0,0,0
Cuba,2020-2-14,0,0,0
Cuba,2020-2-15,0,0,0
Cuba,2020-2-16,0,0,0
Cuba,2020-2-17,0,0,0
Cuba,2020-2-18,0,0,0
Cuba,2020-2-19,0,0,0
Cuba,2020-2-20,0,0,0
Cuba,2020-2-21,0,0,0
Cuba,2020-2-22,0,0,0
Cuba,2020-2-23,0,0,0
Cuba,2020-2-24,0,0,0
Cuba,2020-2-25,0,0,0
Cuba,2020-2-26,0,0,0
Cuba,2020-2-27,0,0,0
Cuba,2020-2-28,0,0,0
Cuba,2020-2-29,0,0,0
Cuba,2020-3-1,0,0,0
Cuba,2020-3-2,0,0,0
Cuba,2020-3-3,0,0,0
Cuba,2020-3-4,0,0,0
Cuba,2020-3-5,0,0,0
Cuba,2020-3-6,0,0,0
Cuba,2020-3-7,0,0,0
Cuba,2020-3-8,0,0,0
Cuba,2020-3-9,0,0,0
Cuba,2020-3-10,0,0,0
Cuba,2020-3-11,0,0,0
Cuba,2020-3-12,3,0,0
Cuba,2020-3-13,1,0,0
Cuba,2020-3-14,0,0,0
Cuba,2020-3-15,0,0,0
Cuba,2020-3-16,0,0,0
Cuba,2020-3-17,1,0,0
Cuba,2020-3-18,2,1,0
Cuba,2020-3-19,4,0,0
Cuba,2020-3-20,5,0,0
Cuba,2020-3-21,5,0,0
Cuba,2020-3-22,14,0,0
Cuba,2020-3-23,5,0,0
Cuba,2020-3-24,8,0,1
Cuba,2020-3-25,9,0,0
Cuba,2020-3-26,10,1,0
Cuba,2020-3-27,13,0,3
Cuba,2020-3-28,39,1,0
Cuba,2020-3-29,20,0,0
Cuba,2020-3-30,31,1,0
Cuba,2020-3-31,16,2,4
Cuba,2020-4-1,26,0,4
Cuba,2020-4-2,21,0,1
Cuba,2020-4-3,36,0,2
Cuba,2020-4-4,19,0,0
Cuba,2020-4-5,32,2,0
Cuba,2020-4-6,30,1,3
Cuba,2020-4-7,46,2,9
Cuba,2020-4-8,61,1,0
Cuba,2020-4-9,58,3,1
Cuba,2020-4-10,49,0,23
Cuba,2020-4-11,56,1,26
Cuba,2020-4-12,49,2,15
Cuba,2020-4-13,57,3,29
Cuba,2020-4-14,40,0,11
Cuba,2020-4-15,48,3,19
Cuba,2020-4-16,48,3,20
Cuba,2020-4-17,61,4,21
Cuba,2020-4-18,63,1,35
Cuba,2020-4-19,49,2,28
Cuba,2020-4-20,52,2,30
Cuba,2020-4-21,50,2,24
Cuba,2020-4-22,52,2,32
Cyprus,2020-1-22,0,0,0
Cyprus,2020-1-23,0,0,0
Cyprus,2020-1-24,0,0,0
Cyprus,2020-1-25,0,0,0
Cyprus,2020-1-26,0,0,0
Cyprus,2020-1-27,0,0,0
Cyprus,2020-1-28,0,0,0
Cyprus,2020-1-29,0,0,0
Cyprus,2020-1-30,0,0,0
Cyprus,2020-1-31,0,0,0
Cyprus,2020-2-1,0,0,0
Cyprus,2020-2-2,0,0,0
Cyprus,2020-2-3,0,0,0
Cyprus,2020-2-4,0,0,0
Cyprus,2020-2-5,0,0,0
Cyprus,2020-2-6,0,0,0
Cyprus,2020-2-7,0,0,0
Cyprus,2020-2-8,0,0,0
Cyprus,2020-2-9,0,0,0
Cyprus,2020-2-10,0,0,0
Cyprus,2020-2-11,0,0,0
Cyprus,2020-2-12,0,0,0
Cyprus,2020-2-13,0,0,0
Cyprus,2020-2-14,0,0,0
Cyprus,2020-2-15,0,0,0
Cyprus,2020-2-16,0,0,0
Cyprus,2020-2-17,0,0,0
Cyprus,2020-2-18,0,0,0
Cyprus,2020-2-19,0,0,0
Cyprus,2020-2-20,0,0,0
Cyprus,2020-2-21,0,0,0
Cyprus,2020-2-22,0,0,0
Cyprus,2020-2-23,0,0,0
Cyprus,2020-2-24,0,0,0
Cyprus,2020-2-25,0,0,0
Cyprus,2020-2-26,0,0,0
Cyprus,2020-2-27,0,0,0
Cyprus,2020-2-28,0,0,0
Cyprus,2020-2-29,0,0,0
Cyprus,2020-3-1,0,0,0
Cyprus,2020-3-2,0,0,0
Cyprus,2020-3-3,0,0,0
Cyprus,2020-3-4,0,0,0
Cyprus,2020-3-5,0,0,0
Cyprus,2020-3-6,0,0,0
Cyprus,2020-3-7,0,0,0
Cyprus,2020-3-8,0,0,0
Cyprus,2020-3-9,2,0,0
Cyprus,2020-3-10,1,0,0
Cyprus,2020-3-11,3,0,0
Cyprus,2020-3-12,0,0,0
Cyprus,2020-3-13,8,0,0
Cyprus,2020-3-14,12,0,0
Cyprus,2020-3-15,0,0,0
Cyprus,2020-3-16,7,0,0
Cyprus,2020-3-17,13,0,0
Cyprus,2020-3-18,3,0,0
Cyprus,2020-3-19,18,0,0
Cyprus,2020-3-20,0,0,0
Cyprus,2020-3-21,17,0,0
Cyprus,2020-3-22,11,1,3
Cyprus,2020-3-23,21,0,0
Cyprus,2020-3-24,8,2,0
Cyprus,2020-3-25,8,0,0
Cyprus,2020-3-26,14,0,1
Cyprus,2020-3-27,16,2,11
Cyprus,2020-3-28,17,0,0
Cyprus,2020-3-29,35,0,0
Cyprus,2020-3-30,16,2,7
Cyprus,2020-3-31,32,1,1
Cyprus,2020-4-1,58,1,5
Cyprus,2020-4-2,36,1,0
Cyprus,2020-4-3,40,1,0
Cyprus,2020-4-4,30,0,5
Cyprus,2020-4-5,20,-2,4
Cyprus,2020-4-6,19,0,8
Cyprus,2020-4-7,29,0,2
Cyprus,2020-4-8,32,0,5
Cyprus,2020-4-9,38,1,1
Cyprus,2020-4-10,31,0,5
Cyprus,2020-4-11,21,0,3
Cyprus,2020-4-12,17,1,4
Cyprus,2020-4-13,29,1,0
Cyprus,2020-4-14,33,0,0
Cyprus,2020-4-15,20,0,0
Cyprus,2020-4-16,20,0,12
Cyprus,2020-4-17,15,0,0
Cyprus,2020-4-18,11,0,2
Cyprus,2020-4-19,6,0,2
Cyprus,2020-4-20,5,0,0
Cyprus,2020-4-21,12,0,17
Cyprus,2020-4-22,6,1,0
Czechia,2020-1-22,0,0,0
Czechia,2020-1-23,0,0,0
Czechia,2020-1-24,0,0,0
Czechia,2020-1-25,0,0,0
Czechia,2020-1-26,0,0,0
Czechia,2020-1-27,0,0,0
Czechia,2020-1-28,0,0,0
Czechia,2020-1-29,0,0,0
Czechia,2020-1-30,0,0,0
Czechia,2020-1-31,0,0,0
Czechia,2020-2-1,0,0,0
Czechia,2020-2-2,0,0,0
Czechia,2020-2-3,0,0,0
Czechia,2020-2-4,0,0,0
Czechia,2020-2-5,0,0,0
Czechia,2020-2-6,0,0,0
Czechia,2020-2-7,0,0,0
Czechia,2020-2-8,0,0,0
Czechia,2020-2-9,0,0,0
Czechia,2020-2-10,0,0,0
Czechia,2020-2-11,0,0,0
Czechia,2020-2-12,0,0,0
Czechia,2020-2-13,0,0,0
Czechia,2020-2-14,0,0,0
Czechia,2020-2-15,0,0,0
Czechia,2020-2-16,0,0,0
Czechia,2020-2-17,0,0,0
Czechia,2020-2-18,0,0,0
Czechia,2020-2-19,0,0,0
Czechia,2020-2-20,0,0,0
Czechia,2020-2-21,0,0,0
Czechia,2020-2-22,0,0,0
Czechia,2020-2-23,0,0,0
Czechia,2020-2-24,0,0,0
Czechia,2020-2-25,0,0,0
Czechia,2020-2-26,0,0,0
Czechia,2020-2-27,0,0,0
Czechia,2020-2-28,0,0,0
Czechia,2020-2-29,0,0,0
Czechia,2020-3-1,3,0,0
Czechia,2020-3-2,0,0,0
Czechia,2020-3-3,2,0,0
Czechia,2020-3-4,3,0,0
Czechia,2020-3-5,4,0,0
Czechia,2020-3-6,6,0,0
Czechia,2020-3-7,1,0,0
Czechia,2020-3-8,12,0,0
Czechia,2020-3-9,0,0,0
Czechia,2020-3-10,10,0,0
Czechia,2020-3-11,50,0,0
Czechia,2020-3-12,3,0,0
Czechia,2020-3-13,47,0,0
Czechia,2020-3-14,48,0,0
Czechia,2020-3-15,64,0,0
Czechia,2020-3-16,45,0,3
Czechia,2020-3-17,98,0,0
Czechia,2020-3-18,68,0,0
Czechia,2020-3-19,230,0,0
Czechia,2020-3-20,139,0,1
Czechia,2020-3-21,162,0,2
Czechia,2020-3-22,125,1,0
Czechia,2020-3-23,116,0,0
Czechia,2020-3-24,158,2,4
Czechia,2020-3-25,260,3,0
Czechia,2020-3-26,271,3,0
Czechia,2020-3-27,354,0,1
Czechia,2020-3-28,352,2,0
Czechia,2020-3-29,186,5,0
Czechia,2020-3-30,184,7,14
Czechia,2020-3-31,307,8,20
Czechia,2020-4-1,200,8,16
Czechia,2020-4-2,350,5,6
Czechia,2020-4-3,233,9,5
Czechia,2020-4-4,381,6,6
Czechia,2020-4-5,115,8,18
Czechia,2020-4-6,235,11,25
Czechia,2020-4-7,195,10,51
Czechia,2020-4-8,295,11,61
Czechia,2020-4-9,257,13,68
Czechia,2020-4-10,163,7,45
Czechia,2020-4-11,99,10,65
Czechia,2020-4-12,160,9,53
Czechia,2020-4-13,68,5,55
Czechia,2020-4-14,52,18,123
Czechia,2020-4-15,105,5,177
Czechia,2020-4-16,217,3,153
Czechia,2020-4-17,116,4,202
Czechia,2020-4-18,57,8,53
Czechia,2020-4-19,140,5,71
Czechia,2020-4-20,154,8,261
Czechia,2020-4-21,133,7,194
Czechia,2020-4-22,99,7,236
Denmark,2020-1-22,0,0,0
Denmark,2020-1-23,0,0,0
Denmark,2020-1-24,0,0,0
Denmark,2020-1-25,0,0,0
Denmark,2020-1-26,0,0,0
Denmark,2020-1-27,0,0,0
Denmark,2020-1-28,0,0,0
Denmark,2020-1-29,0,0,0
Denmark,2020-1-30,0,0,0
Denmark,2020-1-31,0,0,0
Denmark,2020-2-1,0,0,0
Denmark,2020-2-2,0,0,0
Denmark,2020-2-3,0,0,0
Denmark,2020-2-4,0,0,0
Denmark,2020-2-5,0,0,0
Denmark,2020-2-6,0,0,0
Denmark,2020-2-7,0,0,0
Denmark,2020-2-8,0,0,0
Denmark,2020-2-9,0,0,0
Denmark,2020-2-10,0,0,0
Denmark,2020-2-11,0,0,0
Denmark,2020-2-12,0,0,0
Denmark,2020-2-13,0,0,0
Denmark,2020-2-14,0,0,0
Denmark,2020-2-15,0,0,0
Denmark,2020-2-16,0,0,0
Denmark,2020-2-17,0,0,0
Denmark,2020-2-18,0,0,0
Denmark,2020-2-19,0,0,0
Denmark,2020-2-20,0,0,0
Denmark,2020-2-21,0,0,0
Denmark,2020-2-22,0,0,0
Denmark,2020-2-23,0,0,0
Denmark,2020-2-24,0,0,0
Denmark,2020-2-25,0,0,0
Denmark,2020-2-26,0,0,0
Denmark,2020-2-27,1,0,0
Denmark,2020-2-28,0,0,0
Denmark,2020-2-29,2,0,0
Denmark,2020-3-1,1,0,0
Denmark,2020-3-2,0,0,0
Denmark,2020-3-3,2,0,0
Denmark,2020-3-4,5,0,0
Denmark,2020-3-5,0,0,0
Denmark,2020-3-6,13,0,1
Denmark,2020-3-7,0,0,0
Denmark,2020-3-8,13,0,0
Denmark,2020-3-9,55,0,0
Denmark,2020-3-10,172,0,0
Denmark,2020-3-11,180,0,0
Denmark,2020-3-12,173,0,0
Denmark,2020-3-13,187,0,0
Denmark,2020-3-14,32,1,0
Denmark,2020-3-15,39,1,0
Denmark,2020-3-16,58,1,0
Denmark,2020-3-17,92,1,0
Denmark,2020-3-18,91,0,0
Denmark,2020-3-19,109,2,0
Denmark,2020-3-20,112,3,0
Denmark,2020-3-21,83,4,0
Denmark,2020-3-22,94,0,0
Denmark,2020-3-23,58,11,0
Denmark,2020-3-24,146,8,35
Denmark,2020-3-25,144,2,5
Denmark,2020-3-26,161,7,9
Denmark,2020-3-27,177,11,7
Denmark,2020-3-28,166,13,0
Denmark,2020-3-29,198,7,16
Denmark,2020-3-30,191,5,0
Denmark,2020-3-31,284,13,4
Denmark,2020-4-1,251,14,894
Denmark,2020-4-2,283,19,201
Denmark,2020-4-3,373,16,115
Denmark,2020-4-4,323,22,92
Denmark,2020-4-5,292,18,50
Denmark,2020-4-6,314,8,60
Denmark,2020-4-7,391,16,132
Denmark,2020-4-8,331,15,142
Denmark,2020-4-9,233,19,120
Denmark,2020-4-10,184,10,46
Denmark,2020-4-11,177,13,182
Denmark,2020-4-12,178,13,180
Denmark,2020-4-13,144,12,112
Denmark,2020-4-14,193,14,286
Denmark,2020-4-15,170,10,236
Denmark,2020-4-16,198,12,278
Denmark,2020-4-17,194,15,368
Denmark,2020-4-18,169,10,460
Denmark,2020-4-19,143,9,297
Denmark,2020-4-20,131,9,171
Denmark,2020-4-21,180,6,390
Denmark,2020-4-22,217,14,387
Djibouti,2020-1-22,0,0,0
Djibouti,2020-1-23,0,0,0
Djibouti,2020-1-24,0,0,0
Djibouti,2020-1-25,0,0,0
Djibouti,2020-1-26,0,0,0
Djibouti,2020-1-27,0,0,0
Djibouti,2020-1-28,0,0,0
Djibouti,2020-1-29,0,0,0
Djibouti,2020-1-30,0,0,0
Djibouti,2020-1-31,0,0,0
Djibouti,2020-2-1,0,0,0
Djibouti,2020-2-2,0,0,0
Djibouti,2020-2-3,0,0,0
Djibouti,2020-2-4,0,0,0
Djibouti,2020-2-5,0,0,0
Djibouti,2020-2-6,0,0,0
Djibouti,2020-2-7,0,0,0
Djibouti,2020-2-8,0,0,0
Djibouti,2020-2-9,0,0,0
Djibouti,2020-2-10,0,0,0
Djibouti,2020-2-11,0,0,0
Djibouti,2020-2-12,0,0,0
Djibouti,2020-2-13,0,0,0
Djibouti,2020-2-14,0,0,0
Djibouti,2020-2-15,0,0,0
Djibouti,2020-2-16,0,0,0
Djibouti,2020-2-17,0,0,0
Djibouti,2020-2-18,0,0,0
Djibouti,2020-2-19,0,0,0
Djibouti,2020-2-20,0,0,0
Djibouti,2020-2-21,0,0,0
Djibouti,2020-2-22,0,0,0
Djibouti,2020-2-23,0,0,0
Djibouti,2020-2-24,0,0,0
Djibouti,2020-2-25,0,0,0
Djibouti,2020-2-26,0,0,0
Djibouti,2020-2-27,0,0,0
Djibouti,2020-2-28,0,0,0
Djibouti,2020-2-29,0,0,0
Djibouti,2020-3-1,0,0,0
Djibouti,2020-3-2,0,0,0
Djibouti,2020-3-3,0,0,0
Djibouti,2020-3-4,0,0,0
Djibouti,2020-3-5,0,0,0
Djibouti,2020-3-6,0,0,0
Djibouti,2020-3-7,0,0,0
Djibouti,2020-3-8,0,0,0
Djibouti,2020-3-9,0,0,0
Djibouti,2020-3-10,0,0,0
Djibouti,2020-3-11,0,0,0
Djibouti,2020-3-12,0,0,0
Djibouti,2020-3-13,0,0,0
Djibouti,2020-3-14,0,0,0
Djibouti,2020-3-15,0,0,0
Djibouti,2020-3-16,0,0,0
Djibouti,2020-3-17,0,0,0
Djibouti,2020-3-18,1,0,0
Djibouti,2020-3-19,0,0,0
Djibouti,2020-3-20,0,0,0
Djibouti,2020-3-21,0,0,0
Djibouti,2020-3-22,0,0,0
Djibouti,2020-3-23,2,0,0
Djibouti,2020-3-24,0,0,0
Djibouti,2020-3-25,8,0,0
